reserve0,reserve1,reserveUSD
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
4415453.519530182,1943.626454669397,100000000
